URL,url_unique,Paragraph,Lesson_Number,Lesson_Date,Submitting_Organization
https://llis.nasa.gov/lesson/1000,5,"orbiter reaction control system ( rcs ) thruster valve continue leak flight . nasa aggressively attacked problem success . procedural change improved thruster reliability , incidence leakage reduced eliminated .",1000,1997-02-01,hq
https://llis.nasa.gov/lesson/1000,5,continued attention must focused elimination root cause rcs valve leakage/failures .,1000,1997-02-01,hq
https://llis.nasa.gov/lesson/1000,5,several remedial action implemented result 1995 tiger team investigation cause rcs valve leakage/failure . resulted many procedural change several potential hardware improvement concept . procedural change reducing number in-flight thruster valve failure . many hardware improvement entering development testing phase . example procedure hardware change include :,1000,1997-02-01,hq
https://llis.nasa.gov/lesson/10001,6,accelerated schedule osp program necessitated requirement development conducted osp team ( nasa center contractor ) fully staffed . resulted incomplete requirement lead later update change .,10001,2014-08-11,ksc
https://llis.nasa.gov/lesson/10001,6,failure fully staff requirement development team beginning requirement development effort result incomplete requirement and/or requirement need later change .,10001,2014-08-11,ksc
https://llis.nasa.gov/lesson/10001,6,approval & review info :,10001,2014-08-11,ksc
https://llis.nasa.gov/lesson/10001,6,allow time fully staff requirement development team beginning requirement development effort .,10001,2014-08-11,ksc
https://llis.nasa.gov/lesson/1001,7,improved auxiliary power unit ( apu ),1001,1997-02-01,hq
https://llis.nasa.gov/lesson/1001,7,"new gas generator valve module improved auxiliary power unit ( iapu ) currently entering process certification . fully certified , iapu new valve planned qualified 75 hour operation scheduled teardowns overhaul ( excess 10 year projected use rate ) .",1001,1997-02-01,hq
https://llis.nasa.gov/lesson/1001,7,"certification achieved 75 hour iapu operation , nasa establish periodic inspection test program assure iapus continue perform accordance requirement throughout service life .",1001,1997-02-01,hq
https://llis.nasa.gov/lesson/1001,7,"iapu maintenance plan developed nasa contractor technical community . current activity focused developing maintenance specification , evaluating long-term life elastomeric component , organizing part tracking/usage database . conclusion effort late fy 1997 , long-term maintenance plan baselined implementation . supplementing provide long-term service life information fleet leader test program wstf . wstf program currently scheduled conclude fy 1999 demonstrate 75-hour run time evaluate 10+ year teardown overhaul time .",1001,1997-02-01,hq
https://llis.nasa.gov/lesson/1002,8,orbiter avionics modification,1002,1997-02-01,hq
https://llis.nasa.gov/lesson/1002,8,space shuttle receive two major avionics upgrade -- triple redundant global positioning system ( gps ) installation multi-function electronic display system ( med ) -both require significant change primary flight software ( pfs ) backup flight software ( bfs ) system .,1002,1997-02-01,hq
https://llis.nasa.gov/lesson/1002,8,space shuttle program ensure gps med software change thoroughly tested shuttle avionics integration laboratory ( sail ) using normal enhanced test protocol proved robust testing major modification .,1002,1997-02-01,hq
https://llis.nasa.gov/lesson/1002,8,"ssp concurs software hardware change need thorough testing , recognizes extremely important role sail testing fulfills complement testing software certification . shuttle software hardware upgrade assessed determine integrated verification test requirement . ssp contractor cooperate produce integrated hardware software test implementation plan , test requirement document , integrated test schedule assure required resource , including sail , available . plan reviewed approved program . thorough testing new capability performed analyzed . rigorous process used flight software operational increment ( oi ) update applied med , gps , shuttle upgrade , future software update .",1002,1997-02-01,hq
https://llis.nasa.gov/lesson/1003,9,"multi-function electronic display system ( med ) orbiter implemented display function format mimic present electromechanical cathode ray tube presentation . significant potential safety operational benefit enhancing amount , type , format information shown med display .",1003,1997-02-01,hq
https://llis.nasa.gov/lesson/1003,9,space shuttle program commit significantly enhanced med display soon possible . med advanced display working group similar multidisciplinary team tasked identifying specific modification associated timetable opportunity inherent med realized .,1003,1997-02-01,hq
https://llis.nasa.gov/lesson/1003,9,"ssp established enhanced med program includes hardware software enhancement take full advantage med capability . includes hardware expansion well utilization inherent med capability provide better display improve crew situational awareness . additionally , ssp cockpit upgrade team formed develop advanced display application concept future implementation meds/enhanced meds/future avionics upgrade capability . cockpit upgrade team also participate avionics upgrade discussion order anticipate future hardware software change develop advanced cockpit application improve crew awareness reduce crew training requirement . initial testing new application enhanced med begin june 1997 .",1003,1997-02-01,hq
https://llis.nasa.gov/lesson/1004,10,shortcoming hardware design detail alternate high pressure fuel turbo pump ( atp hpftp ),1004,1997-02-01,hq
https://llis.nasa.gov/lesson/1004,10,"block ii ssme development program proceeded well , except alternate turbopump program high pressure fuel turbopump ( atp hpftp ) . hpftp suffered significant failure testing , traced shortcoming hardware design detail . corrective action implemented hpftp . block ii engine testing resumed major safety improvement .",1004,1997-02-01,hq
https://llis.nasa.gov/lesson/1004,10,"continue development certification test program originally planned . accumulate specified test operating time modified atp hpftp , employ number test pump per original test plan .",1004,1997-02-01,hq
https://llis.nasa.gov/lesson/1004,10,"ssme project committed meet original development certification plan requirement . schedule certification adjusted accommodate comprehensive resolution development problem . scheduled completion certification testing february 1998. originally planned , total `` hot-fire time '' development certification exceed 60,000 second , utilizing eight hpftp unit . certification based two unit 22 test , `` hot-fire time '' 11,000 second per pump 22,000 second total certification time .",1004,1997-02-01,hq
https://llis.nasa.gov/lesson/1005,11,block ii ssme test schedule slippage ssme test stand availability,1005,1997-02-01,hq
https://llis.nasa.gov/lesson/1005,11,"schedule first flight block ii engine slipped , september 1997 december 1997. schedule optimistic contains slack future development problem . schedule also requires continued availability three test stand stennis space center ( ssc ) .",1005,1997-02-01,hq
https://llis.nasa.gov/lesson/1005,11,maintain full scope planned test program . assure availability test stand a-2 ssc long needed block ii engine test program three test stand continue available .,1005,1997-02-01,hq
https://llis.nasa.gov/lesson/1005,11,"development certification test program maintained originally planned . test stand availability coordinated program test requirement support completion block ii hpftp certification testing february 1998. three test stand required july 1997 support schedule . mid-may milestone initiate construction authorization july reconfiguration test stand a-1 x-33 testing reassessed based fuel pump development status time . two test stand remain dedicated ssme testing . test stand modification , conversion back ssme test configuration would take approximately 1 month . first flight block ii configuration reassigned sts-91 , currently scheduled may 1998 .",1005,1997-02-01,hq
https://llis.nasa.gov/lesson/1005,11,"due development problem atp hpftp associated schedule slip , ssp elected certify interim block ii configuration , designated block iia . block iia consist rocketdyne 's current hpftp conjunction block ii component provide safety reliability benefit large throat main combustion chamber earliest opportunity . configuration certified fly nominal mission 104 % 104.5 % rated power level ( rpl ) maintain current 109 % rpl contingency abort capability .",1005,1997-02-01,hq
https://llis.nasa.gov/lesson/1006,12,certification block ii ssme testing 109 % intact abort scenario,1006,1997-02-01,hq
https://llis.nasa.gov/lesson/1006,12,"block ii engine certified operation 109 % power level abort situation . accordingly , test program provides limited cumulative test time thrust level .",1006,1997-02-01,hq
https://llis.nasa.gov/lesson/1006,12,"completion current planned block ii certification test program , conduct certification extension test program demonstrate highest thrust level safe continuous operation achievable block ii configuration . program attempt achieve least 109 % power level .",1006,1997-02-01,hq
https://llis.nasa.gov/lesson/1006,12,"block ii program developed `` improve safety , reliability , robustness ssme '' providing lower operating temperature , pressure , shaft speed , critical parameter . increase operating power level 104 % 104.5 % offset weight gain block ii . block ii ssme never intended increase space shuttle ascent performance increase payload capability orbit . however , additional performance accepted specific mission cost improved safety margin . commitment i flight provide 106 % engine power level certification achieve mandatory critical payload orbit . block ii certification also provide 109 % intact abort capability , allow vehicle system better optimize abort scenario . implementation recommendation use 109 % throttle intact abort made shuttle operation element certification complete .",1006,1997-02-01,hq
https://llis.nasa.gov/lesson/1007,13,environmental regulation resulting manufacturing process change rsrm,1007,1997-02-01,hq
https://llis.nasa.gov/lesson/1007,13,"change pressure sensitive adhesive ( psa ) cleaning agent j-flap rsrm driven environmental regulation . certification testing change included flight support motor ( fsm ) firing without application side load , significant condition rsrm field joint j-flap play role .",1007,1997-02-01,hq
https://llis.nasa.gov/lesson/1007,13,employ application side load future rsrm fsm firing .,1007,1997-02-01,hq
https://llis.nasa.gov/lesson/1007,13,"ssp rsrm project agree recommendation aft field joint test objective warrant inclusion fsm test motor . space shuttle return-to-flight rsrm redesign , assessment strut loading solid rocket motor concluded influence aft field joint . influence aft field joint gap opening predicted le 0.001 inch , roughly order magnitude le contribution internal motor pressure . side load included two rsrm static test motor ( qm-7 -8 ) comprehensive effort include every element flight loading influencing aft field joint gap opening . joint gap opening measured directly , sealing system performed expected . gap opening measured rsrm structural test article-3 , testing showed side load influence le 0.0005 inch total 0.0084 inch aft field joint .",1007,1997-02-01,hq
https://llis.nasa.gov/lesson/1007,13,"consideration include side load future test would come without technical penalty . accommodate side load force , aft test stand must locked , , thrust measurement obtained . also , thrust vector control ( tvc ) duty cycling performed side load event , requires modification baseline static test duty cycle ; certain test objective , important requirement consideration . baseline tvc duty cycle utilized allow direct performance comparison static test , primarily associated nozzle aft dome material component . therefore , generic inclusion side load future fsm test would require elimination test consideration , , depending specific test objective , might qualification necessity .",1007,1997-02-01,hq
https://llis.nasa.gov/lesson/1007,13,"conclusion , rsrm static test policy includes side load full-scale static test motor test objective associated aft field joint , could influenced side load .",1007,1997-02-01,hq
https://llis.nasa.gov/lesson/1008,14,environmental regulation resulting manufacturing process test certification change rsrm,1008,1997-02-01,hq
https://llis.nasa.gov/lesson/1008,14,"many material process change work rsrm response environmental regulation obsolescence issue . vital part certification program change demonstration acceptability change fsm firing . present , fsm firing scheduled 2-year interval instead 1-year 18-month interval previously used .",1008,1997-02-01,hq
https://llis.nasa.gov/lesson/1008,14,"considering large number change rsrm material process importance proper simulation operating condition certification test program , nasa reevaluate decision 2 year fsm firing .",1008,1997-02-01,hq
https://llis.nasa.gov/lesson/1008,14,"rsrm project presented assessment static test motor frequency prcb february 27 , 1997 , recommended static test 1-year interval . recommendation accepted prcb . initiative way ensure maximum possible benefit obtained test .",1008,1997-02-01,hq
https://llis.nasa.gov/lesson/1009,15,environmental regulation resulting material change rsrm,1009,1997-02-01,hq
https://llis.nasa.gov/lesson/1009,15,"substantial program effort way eliminate asbestos used rsrm manufacture replace environmentally acceptable ( i.e. , `` asbestos-free '' ) material . although material tested date meet specification , provide high structural thermal margin asbestos-containing material .",1009,1997-02-01,hq
https://llis.nasa.gov/lesson/1009,15,"maintain flight safety , nasa eliminate use asbestos rsrm manufacture . environmental waiver obtained continue use rsrm insulation , liner , inhibitor , motor part event future regulatory threat asbestos supplier .",1009,1997-02-01,hq
https://llis.nasa.gov/lesson/1009,15,"nasa currently plan introduce nonasbestos-based replacement asbestos-based component rsrm production . rsrm production flight history baselined asbestos-based material , primarily nbr rubber . asbestos also constituent liner adhesive . production , handling , disposal process material performed compliance strict state , federal , local control regulation regarding asbestos material . currently identified regulation ban production use asbestos material rsrm supply chain . existing pending regulation , pursuit waiver exemption applicable time .",1009,1997-02-01,hq
https://llis.nasa.gov/lesson/1009,15,"nasa considers prudent continue low-level development possible alternative nonasbestos material . reflects nasa 's sensitivity environment , worker safety health issue , fact shelf life material precludes option stockpile . development effort carried provide limited contingency development routine pace . recommendation asap rsrm initiative find alternative material consistent program policy documented ssp letter m 96-071 , dated september 16 , 1996. policy seek balance flight safety environmental protection goal .",1009,1997-02-01,hq
https://llis.nasa.gov/lesson/101,16,"proof load test operator installed 3 leg sling h77-0235 tensile machine proof load test `` '' and/or `` '' ring 72,000 lb 52,000 lb . tensile puller pump motor stopped operator shut machine immediately discovered tensile puller pulled `` '' ring , deforming , also distorting 3 pin tensile puller . `` '' ring distorted beyond salvageable limit .",101,1992-08-10,ksc
https://llis.nasa.gov/lesson/101,16,lack safety cut-out switch proof load test fixture resulted `` close call '' `` '' ring distorted ( pulled ) .,101,1992-08-10,ksc
https://llis.nasa.gov/lesson/101,16,modify system adding safety cut-out switch prevent loading fixture .,101,1992-08-10,ksc
https://llis.nasa.gov/lesson/1010,17,lower anticipated fracture toughness 2195 aluminum-lithium alloy used slwt cryogenic temperature causing change test & verification procedure,1010,1997-02-01,hq
https://llis.nasa.gov/lesson/1010,17,"2195 aluminum-lithium alloy used tank wall dome new super light weight tank ( slwt ) lower fracture toughness cryogenic temperature anticipated design . compensate potentially critical short-coming , nasa limited pressure used full tank proof test recognized acceptance slwt flight highly dependent far stringent quality control material process used manufacture slwt required current external tank .",1010,1997-02-01,hq
https://llis.nasa.gov/lesson/1010,17,"16a . assure acceptance test 2195 material quality control procedure used manufacture slwt continue sufficiently stringent , clearly specified , conscientiously adhered , use unambiguously documented .",1010,1997-02-01,hq
https://llis.nasa.gov/lesson/1010,17,16b . criticality quality control operation make mandatory nasa retain buyoff result fabrication operation test essential determining slwt safety .,1010,1997-02-01,hq
https://llis.nasa.gov/lesson/1010,17,"16c . quality control data size flaw detected 2195 aluminum-lithium material collected , used updated analysis slwt structure , may permit verifiable spread flight limit stress proof stress raised presently reported .",1010,1997-02-01,hq
https://llis.nasa.gov/lesson/1010,17,16a . ssp marshall space flight center ( msfc ) continue ensure material acceptance testing quality control procedure used manufacturing slwt 's sufficient quality validate tank fully compliance program requirement safe fly .,1010,1997-02-01,hq
https://llis.nasa.gov/lesson/1010,17,16b . ssp msfc retain nasa approval quality control program change baseline .,1010,1997-02-01,hq
https://llis.nasa.gov/lesson/1010,17,"16c . simulated service database developed data collected fracture specimen flaw 0.175 inch long . data verify 2.9 % positive spread flight proof-test condition . using demonstrated flaw detectability level nondestructive evaluation dye penetrant process ( 0.086 inch long ) would increase spread approximately 14 % . uncertainty , nasa 's standard policy use factor two flaw detectability limit . methodology provides proper risk allocation nondestructive evaluation capability proof-test level . use flaw size 0.175 inch simulated service test conservative slwt .",1010,1997-02-01,hq
https://llis.nasa.gov/lesson/1011,18,transition usa management logistics function phase 1 sfoc contract,1011,1997-02-01,hq
https://llis.nasa.gov/lesson/1011,18,transition logistics function phase 1 space flight operation contract ( sfoc ) appears taking place smoothly . key personnel maintaining continuity management technique process .,1011,1997-02-01,hq
https://llis.nasa.gov/lesson/1011,18,"continue adherence established system , make maximum use inherent capability incumbent personnel logistics system .",1011,1997-02-01,hq
https://llis.nasa.gov/lesson/1011,18,"nasa concurs . established nasa logistics operation continues monitor established logistics system enhance others order maintain insight logistics activity . sfoc contractor nasa logistics organization retained incumbent key personnel critical logistics skill minimize transitional risk continue support ssp . currently , sfoc contractor studying horizontal consolidation like function process . nasa logistics operation monitor contractor 's progress assure logistics system resulting consolidation capable , effective , efficient , , , adversely impacting safety operation .",1011,1997-02-01,hq
https://llis.nasa.gov/lesson/1012,19,nasa budget situation impact shuttle logistics capability,1012,1997-02-01,hq
https://llis.nasa.gov/lesson/1012,19,"long-term projection suggest increasing cannibalization rate , component repair turnaround time , loss repair capability space shuttle logistics support program .",1012,1997-02-01,hq
https://llis.nasa.gov/lesson/1012,19,"take early remedial action control potential situation , maintaining sufficient spare extending repair overhaul capability .",1012,1997-02-01,hq
https://llis.nasa.gov/lesson/1012,19,"nasa closely monitoring logistics trend . area emphasis stress long-term logistics support indicator , specifically backlog repair turnaround . increase repair turnaround time noted , vehicle support remains high level . budget reduction past year meant fewer spare produced le repair performed , nasa contractor continue manage process maintain acceptable level support . presently , logistics performance measurement data indicate adverse trend cannibalization rate .",1012,1997-02-01,hq
https://llis.nasa.gov/lesson/1012,19,"nasa directed sfoc management maintain emphasis logistics supportability transition contract responsibility . sfoc contractor directed maintain key personnel critical logistics skill minimize transitional risk provide continuity shuttle logistics support . addition , sfoc required develop submit original equipment manufacturer ( oem ) contingency plan responding known potential support issue effected oems . known supportability threat tracked evaluated determine associated risk required action resolution . sfoc appropriate process place monitor respond loss subcontractor capability . nasa shuttle logistics depot ( nsld ) certified make repair loss critical supplier capability . sfoc also considering consolidating similar work one vendor nsld repair agent .",1012,1997-02-01,hq
https://llis.nasa.gov/lesson/1013,20,"part obsolescence may caused several issue including vendor going business , discontinuance part , environmental law change",1013,1997-02-01,hq
https://llis.nasa.gov/lesson/1013,20,obsolescence component system space shuttle increasing problem threatening critical spare availability .,1013,1997-02-01,hq
https://llis.nasa.gov/lesson/1013,20,"alternative component must developed certified , , necessary , system must redesigned use available adaptable unit .",1013,1997-02-01,hq
https://llis.nasa.gov/lesson/1013,20,"nasa continues identify coordinate obsolescence issue concerning hardware , special test equipment , vendor capability , environmental restriction appropriate design center . issue evaluated logistics impact , information communicated within design center appropriate action taken initiate required redesigns , modification , enhancement . kennedy space center ( ksc ) logistics priority list maintained communicate logistics ' top concern design center management . obsolescence continue , team approach problem identification , prioritization , resolution appears providing effective problem resolution . additionally , shuttle upgrade program designed assure potential problem area addressed preclude disruption meeting manifest requirement .",1013,1997-02-01,hq
https://llis.nasa.gov/lesson/1014,21,lack schedule slack i program causing potential decrease prelaunch ground testing,1014,1997-02-01,hq
https://llis.nasa.gov/lesson/1014,21,"schedule i buildup tight , little , , schedule slack accommodate late unavailable hardware . schedule and/or budget pressure could lead deferring work orbit curtailing prelaunch testing .",1014,1997-02-01,hq
https://llis.nasa.gov/lesson/1014,21,i program plan finishing testing hardware launch compromised meet either launch schedule budget .,1014,1997-02-01,hq
https://llis.nasa.gov/lesson/1014,21,"nasa concurs . integration testing approved program 's current baseline . prelaunch integrated testing ksc based degree testing abates program risk , weighed hardware damage risk cost schedule impact . content component , subassembly , element-level testing minimum requirement specification compliance verification . program-approved change would required eliminate work . fact , integration testing strengthened opportunity develop . proposal conduct multi-element integration testing planned , would exploit unique ksc ground processing expertise . would involve actual flight hardware conduct end-to-end testing assembly element 3a , 4a , 5a , 6a manner element would assembled on-orbit . i program requirement on-orbit stage assembly-complete capability reflect thoroughly reviewed baseline . baseline generally reflects minimum required capability , incorporated improvement satisfy achievable crew workload . strong inherent resistance program , therefore , bringing incomplete hardware processed ksc , much le orbit , minimum capability constraint crew workload impact .",1014,1997-02-01,hq
https://llis.nasa.gov/lesson/1015,22,"shift design philosophy micrometeoroid debris penetration scenario flight operation strategy hazard detection , assessment , control",1015,1997-02-01,hq
https://llis.nasa.gov/lesson/1015,22,"overall design philosophy meteoroid orbital debris ( m/od ) mitigation agreed , principle , international partner . much u.s. module shielding design nearing completion . nevertheless , remains finite probability penetrating collision occur life i mission . emphasis m/od effort therefore shifting operation issue , caution warning , damage control , strategy reaction depressurization event .",1015,1997-02-01,hq
https://llis.nasa.gov/lesson/1015,22,agreement international partner completed . operational strategy procedure handling m/od event developed incorporated i plan schedule . crew training program accommodate strategy procedure established .,1015,1997-02-01,hq
https://llis.nasa.gov/lesson/1015,22,"common depressurization strategy ( cd ) team formed may 1995 coordinate program approach responding potential depressurization event . team 's charter address crew vehicle operational strategy , immediately identify required hardware modification make safe vehicle crew , develop necessary plan implementation item . baseline crew procedure , repair requirement , assessment methodology , identified hardware modification ( reduce risk vehicle crew loss event penetration ) documented international protocol agreement . plan implementation developed . approach independently reviewed validated series joint meeting led lt. gen. thomas p. stafford ( usaf , ret . ) nasa advisory council academician vladimir f. utkin russia space agency advisory expert council . specific activity agreed completed december 1997 .",1015,1997-02-01,hq
https://llis.nasa.gov/lesson/1016,23,"collision avoidance maneuver i require close , real-time cooperation nasa u space command",1016,1997-02-01,hq
https://llis.nasa.gov/lesson/1016,23,collision avoidance maneuver process evading meteoroid orbital debris complicated yet completely worked many scenario likely occur life i program .,1016,1997-02-01,hq
https://llis.nasa.gov/lesson/1016,23,collision avoidance maneuver process must worked detail documented interagency memoranda agreement among international partner .,1016,1997-02-01,hq
https://llis.nasa.gov/lesson/1016,23,"nasa history cooperation u.s. air force space command ( usspacecom ) . several memoranda agreement ( moa ) place usspacecom shuttle collision avoidance procedure . requirement i worked established working group . debris avoidance operation plan drafted 1996. required international participation worked hardware specification , international protocol agreement , station program implementation plan . flight mechanic working group chartered , includes russian nasa participation . group meet regularly , result documented issp flight rule manual .",1016,1997-02-01,hq
https://llis.nasa.gov/lesson/1017,24,application system engineering methodology i caution warning system,1017,1997-02-01,hq
https://llis.nasa.gov/lesson/1017,24,design caution warning ( c & w ) system lagging behind i system . priority given system engineering effort required resolve conflicting operational concept finalize design .,1017,1997-02-01,hq
https://llis.nasa.gov/lesson/1017,24,continue apply high-level system engineering attention expeditious resolution c & w design philosophy implementation .,1017,1997-02-01,hq
https://llis.nasa.gov/lesson/1017,24,"nasa concurs . i caution warning ( c & w ) system matured throughout 1996 , improvement tone commonality , event definition , personal computer system ( pc ) display development , application code generation , recognition program element . c & w system integration team 's ( cwsit ) primary purpose ensure c & w system safe , robust , integrated throughout vehicle throughout lifetime program . team 's primary responsibility include :",1017,1997-02-01,hq
https://llis.nasa.gov/lesson/1017,24,"addition , response asap concern , international space station program office ( isspo ) tasked two independent assessment caution warning activity . effort led manager , i independent assessment , i chief engineer . assessment completed august 1997 .",1017,1997-02-01,hq
https://llis.nasa.gov/lesson/1018,25,payload requirement hazardous material containment,1018,1997-02-01,hq
https://llis.nasa.gov/lesson/1018,25,i requirement sensing toxic substance spill within payload rack . i require toxic substance payload rack multiply contained .,1018,1997-02-01,hq
https://llis.nasa.gov/lesson/1018,25,"i require payload provider include , part system design , detection annunciation toxics carry could generate .",1018,1997-02-01,hq
https://llis.nasa.gov/lesson/1018,25,"nasa concurs . approach payload i patterned shuttle approach . payload design requirement defined nsts 1700.7b , `` safety policy requirement payload using space transportation system , '' i addendum , date make possibility toxic spill remote acceptable risk . requirement imposed payload include containment level stipulated based level toxicity substance use approved pressure vessel .",1018,1997-02-01,hq
https://llis.nasa.gov/lesson/1018,25,"payload provider required obtain approval payload safety review panel ( psrp ) use toxic substance , well containment method utilized . safety process defined nsts 13830 , `` implementation procedure sts payload system safety requirement , '' potentially toxic substance labeled documented crew procedure , along cleanup instruction . ensures needed information potentially toxic substance readily available crew . concept handling toxic substance based shuttle mir program experience changed .",1018,1997-02-01,hq
https://llis.nasa.gov/lesson/1018,25,"payload reviewed psrp , compliance requirement must demonstrated . astronaut training procedure reviewed approved ensure crew adequately educated avoid inadvertently mixing toxic chemical . addition , payload design must still able tolerate appropriate number operator error .",1018,1997-02-01,hq
https://llis.nasa.gov/lesson/1018,25,"requirement impose design solution payload ; rather , require payload provider proactively consider design solution avoid toxic mixing . enforcing requirement psrp process ensuring compliance requirement nsts 1700.7b restrict possibility toxic mixing acceptable risk . dependent case-by-case analysis , psrp payload provider may request detection monitoring . detection provided payload provider organization tie-in i core system c & w ( annunciation ) provided core system interface rack level . service defined appropriate interface definition document ( idd ) .",1018,1997-02-01,hq
https://llis.nasa.gov/lesson/1018,25,"crew used enunciate toxic spill throughout i . considered essentially equivalent panic alarm . crew also used detect toxic spill . study shown intermodule ventilation spread toxic gas element i within 20 minute , make station-level detection practical .",1018,1997-02-01,hq
https://llis.nasa.gov/lesson/1018,25,"illustrates importance adequate design requirement imposed payload preclude toxic spill . crew annunciation detection considered acceptable design requirement imposed payload maintain appropriate level containment . however , toxic spill occur , provision available payload cleanup . include crew contamination protection kit ( goggles , chemical resistant bag , chemical resistant glove , emergency eyewash ) , portable breathing apparatus , combustion product analyzer , volatile organic analyzer , multiple airborne trace contaminant control equipment , vacuum access , module depressurization . jsc mission operation directorate currently developing procedure respond toxic spill . procedure based shuttle experience . response depend hazard level substance , state substance ( liquid , gas , solid ) , location spill , size spill .",1018,1997-02-01,hq
https://llis.nasa.gov/lesson/1019,26,lack requirement wireless communication capability expedition crew,1019,1997-02-01,hq
https://llis.nasa.gov/lesson/1019,26,i design include requirement wireless communication system maintain crew contact throughout station . present design requires crew member translate panel connect headset .,1019,1997-02-01,hq
https://llis.nasa.gov/lesson/1019,26,i program establish requirement `` hands-free '' communication crew member deal situation injury meteorite/debris impact may necessary establish rapid contact .,1019,1997-02-01,hq
https://llis.nasa.gov/lesson/1019,26,requirement specification capability developed provided attachment 2. station wireless communication subsystem ( swcs ) installed orbit earlier assembly flight 6a .,1019,1997-02-01,hq
https://llis.nasa.gov/lesson/102,27,"vacuum pump isolation valve burst pad b high pressure gas storage battery . cause incident attributed seepage pressure wheel valve turned part safing operation . wheel valve o-ring always seat properly . normally would affect remainder system , seepage pressure would confined . however , vacuum pump connected system , seepage pressure ( 1500 psi ) greater design capacity vacuum pump isolation valve thus overpressurization occurred .",102,1992-08-11,ksc
https://llis.nasa.gov/lesson/1020,28,x-38 research vehicle use crew return vehicle development,1020,1997-02-01,hq
https://llis.nasa.gov/lesson/1020,28,x-38 research vehicle program good approach developing i crv .,1020,1997-02-01,hq
https://llis.nasa.gov/lesson/1020,28,crv resulting x-38 program capable fulfilling design reference mission developed space station freedom program assured crv .,1020,1997-02-01,hq
https://llis.nasa.gov/lesson/1020,28,"i program x-38 project developing top-level set requirement dependency i crv derived x-38 . document , performance support requirement document ( psrd ) , specifies three basic crv design reference mission ( return injured ill crew person , emergency evacuation station , return crew case i resupplied ) defined top-level station specification , ssp 41000. three design reference mission used acrv space station freedom program .",1020,1997-02-01,hq
https://llis.nasa.gov/lesson/1021,29,potential inadequacy nasa agencywide software safety policy requirement,1021,1997-02-01,hq
https://llis.nasa.gov/lesson/1021,29,"nasa 's agencywide software safety policy allows project latitude tailor software safety plan safety-critical software . , however , require project obtain center safety mission assurance ( & ) approval tailored software safety plan require verification validation ( v & v ) per se . software assurance standard mention v & v , require independence v & v safety-critical software .",1021,1997-02-01,hq
https://llis.nasa.gov/lesson/1021,29,27a . nasa require approval project 's tailored software safety plan center & organization one administrative level higher making request .,1021,1997-02-01,hq
https://llis.nasa.gov/lesson/1021,29,27b . nasa 's software safety plan require formal v & v safety-critical software . testing alone suffice .,1021,1997-02-01,hq
https://llis.nasa.gov/lesson/1021,29,27c . nasa develop explicit policy requires independent v & v safety-critical software .,1021,1997-02-01,hq
https://llis.nasa.gov/lesson/1021,29,"27a . nasa agrees intent recommendation belief requirement formal system safety program plan software management plan exist , proper firm enforcement , fulfill objective recommendation . sure requirement perfectly understood , office safety mission assurance ( osma ) update n 1740.13 , `` nasa software safety standard , '' explicitly state program/project manager programs/projects perform assessment determine , based level criticality risk , scope level independent verification validation ( iv & v ) planned . result assessment formally reviewed center safety mission assurance ( sma ) . program/project manager , consultation sma , tailor approach ensure appropriate v & v requirement established implemented . osma place emphasis implementation enforcement existing requirement . process verification , recently established osma , used evaluate enforce existing policy requirement aggressively .",1021,1997-02-01,hq
